-0.9994877669113381,0.,0.,0.,0.,0.,0.,0.,-0.031084851006342396,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.007611559137278657,0.,0.,0.,0.,0.,0.,0.
0.031952912441945425,0.,0.,0.,0.,0.,0.,0.,-0.9559567353779332,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.2917631427580271,0.,0.,0.,0.,0.,0.,0.
-0.0017930925977664932,0.,0.,0.,0.,0.,0.,0.,0.2918569035049146,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.9564603142292202,0.,0.,0.,0.,0.,0.,0.
0.,-0.9994877669113381,0.,0.,0.,0.,0.,-0.031084851006342396,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.007611559137278657,0.,0.,0.,0.,0.,0.,0.,0.
0.,0.031952912441945425,0.,0.,0.,0.,0.,-0.9559567353779332,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.2917631427580271,0.,0.,0.,0.,0.,0.,0.,0.
0.,-0.0017930925977664932,0.,0.,0.,0.,0.,0.2918569035049146,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.9564603142292202,0.,0.,0.,0.,0.,0.,0.,0.
0.,0.,-0.9837727784062198,0.,0.,0.,0.,0.,0.,0.,0.,0.,-0.16900508211283696,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.06023622404285155,0.,0.
0.,0.,0.17838909148113968,0.,0.,0.,0.,0.,0.,0.,0.,0.,-0.8854364884028894,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.4291614580146888,0.,0.
0.,0.,-0.019195116760285142,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.43294284521723314,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.9012169773521609,0.,0.
0.,0.,0.,-0.9837727784062198,0.,0.,0.,0.,0.,0.,0.,0.,0.,-0.16900508211283696,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.06023622404285155,0.
0.,0.,0.,0.17838909148113968,0.,0.,0.,0.,0.,0.,0.,0.,0.,-0.8854364884028894,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.4291614580146888,0.
0.,0.,0.,-0.019195116760285142,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.43294284521723314,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.9012169773521609,0.
0.,0.,0.,0.,-0.9837727784062198,0.,0.,0.,0.,0.,0.,-0.16900508211283696,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.06023622404285155
0.,0.,0.,0.,0.17838909148113968,0.,0.,0.,0.,0.,0.,-0.8854364884028894,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.4291614580146888
0.,0.,0.,0.,-0.019195116760285142,0.,0.,0.,0.,0.,0.,0.43294284521723314,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.9012169773521609
0.,0.,0.,0.,0.,-0.961528777208281,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.274704223848757,0.,0.,0.,0.,0.,0.,0.,0.,0.
0.,0.,0.,0.,0.,0.274704223848757,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.961528777208281,0.,0.,0.,0.,0.,0.,0.,0.,0.
0.,0.,0.,0.,0.,0.,-0.961528777208281,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.274704223848757,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
0.,0.,0.,0.,0.,0.,0.274704223848757,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.961528777208281,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
0.,0.,0.,0.,0.,0.,0.,0.,0.,-0.9391574123702265,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.3434870518521186,0.,0.,0.,0.
0.,0.,0.,0.,0.,0.,0.,0.,0.,0.3434870518521186,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.9391574123702265,0.,0.,0.,0.
0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,-0.9391574123702265,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.3434870518521186,0.,0.,0.
0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.3434870518521186,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.9391574123702265,0.,0.,0.
0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.,0.,0.,0.,0.,0.
0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.,0.,0.,0.,0.
